,iteration,visit,item_id,visitor_id,reward,total_reward,fraction_relevant
0,0,0,0972683275,A2EPTJFNJSHUCU,1,1,1.0
1,0,1,0972683275,A39PZJCRS98E6P,1,2,1.0
2,0,2,0972683275,A29OJBE89XRIW6,1,3,1.0
3,0,3,0972683275,AIRPOKZ4206EG,1,4,1.0
4,0,4,0972683275,A1VYNYUM57GAM0,1,5,1.0
5,0,5,0972683275,A7R4R9THNELTP,1,6,1.0
6,0,6,0972683275,A2R8ZQ9VJUBTQR,1,7,1.0
7,0,7,0972683275,A3UTDVL4CPYCTW,1,8,1.0
8,0,8,0972683275,A3NNSGACHBM7MK,0,8,0.8888888888888888
9,0,9,0972683275,A3EEOAR6K3UG6E,1,9,0.9
10,0,10,0972683275,A2EJJTOWAEL7SJ,1,10,0.9090909090909091
11,0,11,0972683275,A2LTW5O60G852G,1,11,0.9166666666666666
12,0,12,0972683275,A3EIH3FETBO3Z3,0,11,0.8461538461538461
13,0,13,0972683275,A28INZ2FGLBOZO,0,11,0.7857142857142857
14,0,14,0972683275,A111UHA2H22XE7,1,12,0.8
15,0,15,0972683275,A2C4WL8NYM7Q0I,0,12,0.75
16,0,16,0972683275,A33RU0BLKE4YWA,1,13,0.7647058823529411
17,0,17,0972683275,A2OEVTBSZTURWZ,1,14,0.7777777777777778
18,0,18,0972683275,A2G2K3OC74CPFZ,1,15,0.7894736842105263
19,0,19,0972683275,A1WR5GC0TCUVC,1,16,0.8
20,0,20,0972683275,A1C55HT82Y70AE,0,16,0.7619047619047619
21,0,21,0972683275,A6FGKXU6ZPW64,1,17,0.7727272727272727
22,0,22,0972683275,A3AYPQY4EHVW39,0,17,0.7391304347826086
23,0,23,0972683275,AYNGELTTLBXVN,1,18,0.75
24,0,24,0972683275,A2DDPTOS7XXBUY,1,19,0.76
25,0,25,0972683275,A1PYNMFFQ9IBNL,1,20,0.7692307692307693
26,0,26,0972683275,A14RTWD2KSOEOD,1,21,0.7777777777777778
27,0,27,0972683275,A3TY97QXQ6ZFSQ,0,21,0.75
28,0,28,0972683275,A1ZPEZMQBCTZQN,0,21,0.7241379310344828
29,0,29,0972683275,A1UJX9NC57TW5N,1,22,0.7333333333333333
30,0,30,0972683275,A1C1SR200MSJUM,0,22,0.7096774193548387
31,0,31,0972683275,A3MNCZ1RE5TIRI,1,23,0.71875
32,0,32,0972683275,A2IDCSC6NVONIZ,1,24,0.7272727272727273
33,0,33,0972683275,A1Z55ZZHFDF4NL,1,25,0.7352941176470589
34,0,34,0972683275,A3P5CV06QLXGRF,0,25,0.7142857142857143
35,0,35,0972683275,AK4A0WP71RIG0,0,25,0.6944444444444444
36,0,36,0972683275,A1PU4NJBB1UU33,0,25,0.6756756756756757
37,0,37,0972683275,A4AF29Y2BHYEY,0,25,0.6578947368421053
38,0,38,0972683275,A3KR19BIVGUK9P,1,26,0.6666666666666666
39,0,39,0972683275,AML8NIWFKHZJU,0,26,0.65
40,0,40,0972683275,AYQNWE3AX4H08,1,27,0.6585365853658537
41,0,41,0972683275,A3TTQNM920Q30O,1,28,0.6666666666666666
42,0,42,0972683275,A1N4DKWTQ9YP1Q,1,29,0.6744186046511628
43,0,43,0972683275,A3GCTN5ZPQT657,1,30,0.6818181818181818
44,0,44,0972683275,A16WXV8ANSR36O,1,31,0.6888888888888889
45,0,45,0972683275,A1VA1QF8KZNBLL,1,32,0.6956521739130435
46,0,46,0972683275,A3IIGCFLKVFW8M,1,33,0.7021276595744681
47,0,47,0972683275,A3T3M5EYGCWSUA,1,34,0.7083333333333334
48,0,48,0972683275,A2SUMK3BDIUG4Z,1,35,0.7142857142857143
49,0,49,0972683275,A13M65IGNEQXW1,0,35,0.7
50,0,50,0972683275,A2HOKNSVG9MMT8,0,35,0.6862745098039216
51,0,51,0972683275,A1WHCQQ1016OC4,1,36,0.6923076923076923
52,0,52,0972683275,A32XX53PIYV78T,0,36,0.6792452830188679
53,0,53,0972683275,A3TAS1AG6FMBQW,1,37,0.6851851851851852
54,0,54,0972683275,ALP4IUKDBJ0EO,1,38,0.6909090909090909
55,0,55,0972683275,AGWAOGY3WTN4X,1,39,0.6964285714285714
56,0,56,0972683275,A3JTK3K0PXFFT5,1,40,0.7017543859649122
57,0,57,0972683275,A9UFBRZV2I3U1,1,41,0.7068965517241379
58,0,58,0972683275,A17S5ODXALEGVP,1,42,0.711864406779661
59,0,59,0972683275,A6ZGUVQLM93MC,1,43,0.7166666666666667
60,0,60,0972683275,A19A4GQJW67VOD,1,44,0.7213114754098361
61,0,61,0972683275,A3OA1X9RC25X4B,1,45,0.7258064516129032
62,0,62,0972683275,A1FQOCN6SNXNG6,1,46,0.7301587301587301
63,0,63,0972683275,A1C71KC23S7YAZ,1,47,0.734375
64,0,64,0972683275,A1UJX9NC57TW5N,1,48,0.7384615384615385
65,0,65,0972683275,A2WZWY5MQTXO0R,1,49,0.7424242424242424
66,0,66,0972683275,A2MLE5H35UXP2Q,0,49,0.7313432835820896
67,0,67,0972683275,AYNGELTTLBXVN,1,50,0.7352941176470589
68,0,68,0972683275,A3F6E9FYLZ7MXZ,1,51,0.7391304347826086
69,0,69,0972683275,AH5FPXRBVFP0B,1,52,0.7428571428571429
70,0,70,0972683275,A2AQ5NSE7ALLOF,1,53,0.7464788732394366
71,0,71,0972683275,AL4WX7LL4ISYK,0,53,0.7361111111111112
72,0,72,0972683275,A1HMMR78CDCNB,1,54,0.7397260273972602
73,0,73,0972683275,A6GYEDCEU2LKG,1,55,0.7432432432432432
74,0,74,0972683275,A11D842ZBM7QAD,1,56,0.7466666666666667
75,0,75,0972683275,A3NNSGACHBM7MK,0,56,0.7368421052631579
76,0,76,0972683275,A3UYI01GLEYZSP,1,57,0.7402597402597403
77,0,77,0972683275,A1UEU41SCOKU8D,1,58,0.7435897435897436
78,0,78,0972683275,A2Q9HI52XRHPYB,1,59,0.7468354430379747
79,0,79,0972683275,A3NFXPE2SP2NDC,1,60,0.75
80,0,80,0972683275,A2C4WL8NYM7Q0I,0,60,0.7407407407407407
81,0,81,0972683275,A142B3JN06ZBOD,1,61,0.7439024390243902
82,0,82,0972683275,A11IFJDOZ0T6Z2,0,61,0.7349397590361446
83,0,83,0972683275,AJIA55AVU0CUS,0,61,0.7261904761904762
84,0,84,0972683275,A36ZD92R4M2NZ9,0,61,0.7176470588235294
85,0,85,0972683275,A3GF7FD6065R2H,1,62,0.7209302325581395
86,0,86,0972683275,A2465OVDXMXNGZ,0,62,0.7126436781609196
87,0,87,0972683275,A1RI8HAZRUWZM6,1,63,0.7159090909090909
88,0,88,0972683275,AJ97HDK7RH9VW,0,63,0.7078651685393258
89,0,89,0972683275,A25RWGRTI45P88,0,63,0.7
90,0,90,0972683275,A2E62IBKN9OV3S,1,64,0.7032967032967034
91,0,91,0972683275,A32XX53PIYV78T,0,64,0.6956521739130435
92,0,92,0972683275,A1L7JCX9IKGKIQ,1,65,0.6989247311827957
93,0,93,0972683275,A2ASX8RGDVFNOG,0,65,0.6914893617021277
94,0,94,0972683275,A29Y8MLKEZILVU,1,66,0.6947368421052632
95,0,95,0972683275,A1AT5LYGF3T3BJ,0,66,0.6875
96,0,96,0972683275,A36VRTU7YUGH39,1,67,0.6907216494845361
97,0,97,0972683275,AWVFSIB42LHKJ,0,67,0.6836734693877551
98,0,98,0972683275,AD0VA39FRVNKN,1,68,0.6868686868686869
99,0,99,0972683275,A1OO47RRQ4I29R,1,69,0.69
100,0,100,0972683275,A2G2K3OC74CPFZ,1,70,0.693069306930693
101,0,101,0972683275,A3C51ESBUD8QAJ,0,70,0.6862745098039216
102,0,102,0972683275,A3P5CV06QLXGRF,0,70,0.6796116504854369
103,0,103,0972683275,AVTEOX99BMGZ,0,70,0.6730769230769231
104,0,104,0972683275,AKAOH4DGKSCP1,1,71,0.6761904761904762
105,0,105,0972683275,A3CG50NHWGH5H9,1,72,0.6792452830188679
106,0,106,0972683275,AA24EMYGLX593,1,73,0.6822429906542056
107,0,107,0972683275,A25EIC1CXMA1DO,1,74,0.6851851851851852
108,0,108,0972683275,A3586I23X68J59,1,75,0.6880733944954128
109,0,109,0972683275,A1980MGZXSGJP,1,76,0.6909090909090909
110,0,110,0972683275,A34DGHJJFSSN8X,1,77,0.6936936936936937
111,0,111,0972683275,A39Z4OU2C7ENWH,0,77,0.6875
112,0,112,0972683275,AZM8PD2KBVXN5,1,78,0.6902654867256637
113,0,113,0972683275,AXBCUEOWEL49V,0,78,0.6842105263157895
114,0,114,0972683275,AK4A0WP71RIG0,0,78,0.6782608695652174
115,0,115,0972683275,A1UEU41SCOKU8D,1,79,0.6810344827586207
116,0,116,0972683275,A1038957GWRBP375RU5T,1,80,0.6837606837606838
117,0,117,0972683275,A1Y7I43UEGKDN7,0,80,0.6779661016949152
118,0,118,0972683275,A2WZWY5MQTXO0R,1,81,0.680672268907563
119,0,119,0972683275,A39PZJCRS98E6P,1,82,0.6833333333333333
120,0,120,0972683275,A1HMMR78CDCNB,1,83,0.6859504132231405
121,0,121,0972683275,A2K4HQA1K0CVGP,0,83,0.680327868852459
122,0,122,0972683275,A3UYI01GLEYZSP,1,84,0.6829268292682927
123,0,123,0972683275,AYKXABHFBFGJX,0,84,0.6774193548387096
124,0,124,0972683275,A1P7CE4XXWG8WJ,0,84,0.672
125,0,125,0972683275,AZM8PD2KBVXN5,1,85,0.6746031746031746
126,0,126,0972683275,A263OQLPKEXPF1,1,86,0.6771653543307087
127,0,127,0972683275,A31KBWBVXWUCSR,1,87,0.6796875
128,0,128,0972683275,A3TAT80JCWYGB4,1,88,0.6821705426356589
129,0,129,0972683275,A3D37SX2JYWQAD,0,88,0.676923076923077
130,0,130,0972683275,AZ6SUJ5T0KBE5,1,89,0.6793893129770993
131,0,131,0972683275,A2LKVJ3HM9FKUE,1,90,0.6818181818181818
132,0,132,0972683275,A1SS291G5X84WC,0,90,0.6766917293233082
133,0,133,0972683275,A3EIH3FETBO3Z3,0,90,0.6716417910447762
134,0,134,0972683275,AWYAJCVLQNJK8,1,91,0.674074074074074
135,0,135,0972683275,A11IFJDOZ0T6Z2,0,91,0.6691176470588235
136,0,136,0972683275,A11NR4AJK9TNQM,0,91,0.6642335766423357
137,0,137,0972683275,A3MIAO5MG9ESMO,1,92,0.6666666666666666
138,0,138,0972683275,A1LE0TJ3UYVV7X,1,93,0.6690647482014388
139,0,139,0972683275,A28DLVVZMHTAPN,1,94,0.6714285714285714
140,0,140,0972683275,A1HT4T3HR2W9VG,1,95,0.6737588652482269
141,0,141,0972683275,A3PY6TQYAZG7MB,1,96,0.676056338028169
142,0,142,0972683275,A36JCYNJG4Q2W6,1,97,0.6783216783216783
143,0,143,0972683275,A2ALRD1DZHX7ZY,0,97,0.6736111111111112
144,0,144,0972683275,A3TF6PPEYAQ1KX,0,97,0.6689655172413793
145,0,145,0972683275,A2EPTJFNJSHUCU,1,98,0.6712328767123288
146,0,146,0972683275,AYRHK2GGO4VFU,1,99,0.673469387755102
147,0,147,0972683275,A7EVWY97FPSIA,1,100,0.6756756756756757
148,0,148,0972683275,A6VR7MFCELNU6,1,101,0.6778523489932886
149,0,149,0972683275,A39IMVHNMDZU0I,1,102,0.68
150,0,150,0972683275,A1X7SF8S7VRCVH,0,102,0.6754966887417219
151,0,151,0972683275,A18BV86D2IV4KH,1,103,0.6776315789473685
152,0,152,0972683275,A2NOHYNZCZ2NW4,1,104,0.6797385620915033
153,0,153,0972683275,A3AYPQY4EHVW39,0,104,0.6753246753246753
154,0,154,0972683275,A2KQDWZZUBBNOJ,0,104,0.6709677419354839
