,iteration,visit,item_id,visitor_id,reward,total_reward,fraction_relevant
0,0,0,0972683275,AH5FPXRBVFP0B,1,1,1.0
1,0,1,0972683275,AKBZI91RTIXM6,0,1,0.5
2,0,2,0972683275,A1RJD803EYM353,1,2,0.6666666666666666
3,0,3,0594033896,A2XTFY0GJDF3R2,0,2,0.5
4,0,4,0972683275,A1KI8R3FT71PPK,1,3,0.6
5,0,5,0972683275,A1YQJNKIMRBU1M,1,4,0.6666666666666666
6,0,6,0972683275,A31KBWBVXWUCSR,1,5,0.7142857142857143
7,0,7,0972683275,A33DH1NN4OOKX3,0,5,0.625
8,0,8,0594033926,AYM7NJTTX3M0L,1,6,0.6666666666666666
9,0,9,0972683275,A1JOEW6J1H9CXX,1,7,0.7
10,0,10,0972683275,A3CK3T0E4C99CJ,1,8,0.7272727272727273
11,0,11,0594481813,AY0BL2JD0GAFT,1,9,0.75
12,0,12,0528881469,A29LPQQDG7LD5J,0,9,0.6923076923076923
13,0,13,0972683275,A2LDAK4G15UOQ6,0,9,0.6428571428571429
14,0,14,0972683275,A34895BBYDUOG7,1,10,0.6666666666666666
15,0,15,0511189877,A2TY0BTJOTENPG,1,11,0.6875
16,0,16,0594511488,A32JHAQPVSGHUD,1,12,0.7058823529411765
17,0,17,0594450209,AWA0CM7TY98QX,1,13,0.7222222222222222
18,0,18,0972683275,A2IXNEHMM685C9,0,13,0.6842105263157895
19,0,19,0972683275,A1EDI0X3GI1SK7,1,14,0.7
20,0,20,0594451647,A2JXAZZI9PHK9Z,1,15,0.7142857142857143
21,0,21,0594481902,A37ASPPZ778F9O,0,15,0.6818181818181818
22,0,22,0972683275,AUKEU9CW56TT4,1,16,0.6956521739130435
23,0,23,0528881469,AYTBGUX49LF3W,0,16,0.6666666666666666
24,0,24,0972683275,AYNGELTTLBXVN,1,17,0.68
25,0,25,0972683275,A2RHDVCXQVFFXM,1,18,0.6923076923076923
26,0,26,0972683275,AYQNWE3AX4H08,1,19,0.7037037037037037
27,0,27,0972683275,A17D7RRY5F6Q6E,0,19,0.6785714285714286
28,0,28,0594296420,A3ZNVCQCG57AY,1,20,0.6896551724137931
29,0,29,0972683275,A226W9HO3YVYUG,1,21,0.7
30,0,30,0972683275,A26QCCO0101CO1,1,22,0.7096774193548387
31,0,31,0972683275,A1MSO6LERG39PC,1,23,0.71875
32,0,32,0594481813,A1G0KYO61NFVTF,1,24,0.7272727272727273
33,0,33,0972683275,AYRHK2GGO4VFU,1,25,0.7352941176470589
34,0,34,0972683275,A34895BBYDUOG7,1,26,0.7428571428571429
35,0,35,0972683275,A2F1XPTGEADV8R,0,26,0.7222222222222222
36,0,36,0528881469,A3IQGFB959IR4P,0,26,0.7027027027027027
