,iteration,visit,item_id,visitor_id,reward,total_reward,fraction_relevant
0,0,0,0594033934,A3T3XKC7H5ACI1,1,1,1.0
1,0,1,0594033934,A1UMFN4RKU451R,1,2,1.0
2,0,2,0594033934,A1UMFN4RKU451R,1,3,1.0
3,0,3,0528881469,A3C5SMBSKKWNPT,1,4,1.0
4,0,4,0528881469,A1NG5X8VYZWX0Q,0,4,0.8
5,0,5,0594033934,A1UMFN4RKU451R,1,5,0.8333333333333334
6,0,6,0594033934,A3T3XKC7H5ACI1,1,6,0.8571428571428571
7,0,7,0594033934,A1UMFN4RKU451R,1,7,0.875
8,0,8,0594033934,A1UMFN4RKU451R,1,8,0.8888888888888888
9,0,9,0972683275,A31QWH1JR60A5F,1,9,0.9
10,0,10,0594451647,A1RTWWRHVIVWQW,1,10,0.9090909090909091
11,0,11,0594033934,A1UMFN4RKU451R,1,11,0.9166666666666666
12,0,12,0594033934,A3T3XKC7H5ACI1,1,12,0.9230769230769231
13,0,13,0594033934,A1UMFN4RKU451R,1,13,0.9285714285714286
14,0,14,0972683275,AX3OXHFIKAE4R,0,13,0.8666666666666667
15,0,15,0594033934,A3T3XKC7H5ACI1,1,14,0.875
16,0,16,0594033934,A1UMFN4RKU451R,1,15,0.8823529411764706
17,0,17,0594451647,A2JXAZZI9PHK9Z,1,16,0.8888888888888888
18,0,18,0528881469,A1H8PY3QHMQQA0,0,16,0.8421052631578947
19,0,19,0594033934,A3T3XKC7H5ACI1,1,17,0.85
20,0,20,0594033934,A1UMFN4RKU451R,1,18,0.8571428571428571
21,0,21,0972683275,A3UA6U3K0R6PDY,1,19,0.8636363636363636
22,0,22,0972683275,A778X9CUE16YO,0,19,0.8260869565217391
23,0,23,0594033934,A3T3XKC7H5ACI1,1,20,0.8333333333333334
24,0,24,094339676X,A11E2USO989A37,1,21,0.84
25,0,25,0594033934,A3T3XKC7H5ACI1,1,22,0.8461538461538461
26,0,26,0972683275,AT138NK1P69KO,0,22,0.8148148148148148
27,0,27,0972683275,AGWAOGY3WTN4X,1,23,0.8214285714285714
28,0,28,0594033934,A3T3XKC7H5ACI1,1,24,0.8275862068965517
29,0,29,0972683275,A1BFGWPAR3XE0Y,1,25,0.8333333333333334
30,0,30,0594033934,A1UMFN4RKU451R,1,26,0.8387096774193549
31,0,31,0972683275,A1ZPEZMQBCTZQN,0,26,0.8125
32,0,32,0594033934,A1UMFN4RKU451R,1,27,0.8181818181818182
33,0,33,0972683275,A3QPJS71FU70MX,0,27,0.7941176470588235
34,0,34,0594033934,A1UMFN4RKU451R,1,28,0.8
35,0,35,0594033934,A3T3XKC7H5ACI1,1,29,0.8055555555555556
36,0,36,0899336795,A34527S2PDKKGN,0,29,0.7837837837837838
37,0,37,0972683275,A32QNTFPVVY3P4,0,29,0.7631578947368421
38,0,38,0594033934,A1UMFN4RKU451R,1,30,0.7692307692307693
39,0,39,0594033934,A3T3XKC7H5ACI1,1,31,0.775
40,0,40,0594033934,A1UMFN4RKU451R,1,32,0.7804878048780488
41,0,41,0594033934,A3T3XKC7H5ACI1,1,33,0.7857142857142857
42,0,42,0972683275,A95VB9FYXW5XJ,1,34,0.7906976744186046
